mass_low,mass_high,mass_center,count,background,residual,analysis_mask,background_fit_mask
6.830859784759521602e+00,6.911237268640554099e+00,6.870930993780100415e+00,1.300000000000000000e+01,1.997040605488206921e+01,-1.559784608662310834e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.911237268640554099e+00,6.992560539745832138e+00,6.951779988284777723e+00,1.700000000000000000e+01,2.023921199194438358e+01,-7.200167039086389220e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.992560539745832138e+00,7.074840726981492800e+00,7.033580318193394909e+00,1.600000000000000000e+01,2.051612286807400309e+01,-9.970526759097946279e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.074840726981492800e+00,7.158089090205485228e+00,7.116343177696510480e+00,1.600000000000000000e+01,2.080109565298452168e+01,-1.052682135998322721e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.158089090205485228e+00,7.242317021768456264e+00,7.200079892704682294e+00,1.900000000000000000e+01,2.109408333803719415e+01,-4.559462336079432299e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.242317021768456264e+00,7.327536048072772701e+00,7.284801922398398411e+00,1.400000000000000000e+01,2.139503459267434948e+01,-1.598761617718261308e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.327536048072772701e+00,7.413757831149876409e+00,7.370520860796239582e+00,1.500000000000000000e+01,2.170389343515958913e+01,-1.438991663500533313e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.413757831149876409e+00,7.500994170256213067e+00,7.457248438341488317e+00,2.300000000000000000e+01,2.202059891869653541e+01,2.087113252757675785e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.500994170256213067e+00,7.589257003487931641e+00,7.544996523507423447e+00,2.800000000000000000e+01,2.234508483400767531e+01,1.196286192626342393e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.589257003487931641e+00,7.678558409414584673e+00,7.633777124421487592e+00,1.800000000000000000e+01,2.267727942945736430e+01,-9.821952748985576243e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.678558409414584673e+00,7.768910608732054968e+00,7.723602390508570004e+00,2.700000000000000000e+01,2.301710514979780697e+01,8.301823391139911967e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.768910608732054968e+00,7.860325965934928050e+00,7.814484614153635711e+00,2.100000000000000000e+01,2.336447839460411657e+01,-4.891671733264905675e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.860325965934928050e+00,7.952816991008554659e+00,7.906436232383907026e+00,2.000000000000000000e+01,2.371930929744218020e+01,-7.636797530903359776e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.952816991008554659e+00,8.046396341140990671e+00,7.999469828570837215e+00,2.600000000000000000e+01,2.408150152678377154e+01,3.909486129761864381e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.046396341140990671e+00,8.141076822455133311e+00,8.093598134152122370e+00,2.400000000000000000e+01,2.445095210964240096e+01,-9.119741648763461661e-02,1.000000000000000000e+00,1.000000000000000000e+00
8.141076822455133311e+00,8.236871391761193095e+00,8.188834030373969952e+00,2.300000000000000000e+01,2.482755127885748081e+01,-3.667774508616330476e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.236871391761193095e+00,8.333793158329809714e+00,8.285190550053870950e+00,3.000000000000000000e+01,2.521118234489506094e+01,9.537437255603645747e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.333793158329809714e+00,8.431855385686024107e+00,8.382680879364103887e+00,2.300000000000000000e+01,2.560172159296822514e+01,-5.141930900824558393e-01,1.000000000000000000e+00,1.000000000000000000e+00
8.431855385686024107e+00,8.531071493424359886e+00,8.481318359636237147e+00,2.600000000000000000e+01,2.599903820620572859e+01,1.886267706119229396e-04,1.000000000000000000e+00,1.000000000000000000e+00
8.531071493424359886e+00,8.631455059045270772e+00,8.581116489186857876e+00,2.600000000000000000e+01,2.640299421551254966e+01,-7.842819539074150081e-02,0.000000000000000000e+00,0.000000000000000000e+00
