name,amplitude,phase,omega,scale,bins,generator,injected,trial,degree,recovered_omega,recovered_amplitude,search_score
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,81,7,41.97337337337338,0.07555505384899888,18.587265585713084
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,81,12,41.97337337337338,0.03519726018806952,19.82473948642513
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,82,7,54.520620620620626,0.0367563165917745,7.2138697960274385
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,82,12,72.61021021021021,0.049537493042844875,6.72547855711889
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,83,7,34.89149149149149,0.16222248208546983,6.579107539966628
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,83,12,25.34634634634635,0.06180400129315588,7.281562784277639
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,84,7,69.14624624624625,0.14717298292920053,11.181186709420842
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,84,12,69.14624624624625,0.10822554538618755,11.431360226140384
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,85,7,21.112612612612615,0.03899428309474057,6.721391014756023
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,85,12,79.53813813813814,0.01458594297714985,5.814342779888136
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,86,7,40.048948948948954,0.12634051485392292,11.627827761396873
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,86,12,39.97197197197198,0.08906305780219662,12.832063071825786
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,87,7,60.44784784784786,0.12088218884813888,13.22976586929326
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,87,12,60.44784784784786,0.039589651485635355,12.84587724811746
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,88,7,11.952352352352353,0.06301202084270338,12.955381604524632
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,88,12,12.02932932932933,0.043736161394093656,10.153701717222361
