label,model,search,omega,amplitude,phase,delta_chi2,local_p_chi2_2dof,c0,cos_coeff,sin_coeff
G2,cheb_d7,fixed_control,8.025825825825827,0.6900088417092635,3.135835038371397,71.13353425210926,3.577250046666644e-16,0.017084653216165004,-0.6899974047984201,0.003972783458051788
G2,cheb_d7,fixed_control,9.7,0.4291133474293817,-1.86449178899196,26.845351051573402,1.4811740231203085e-06,0.04197356991084516,-0.12422463165312742,-0.4107389753026781
G2,cheb_d7,linear_mass_2to50cycles,0.2779095043487077,0.9805631907541591,2.951791566277699,110.29666461384284,1.1204270697869093e-24,0.016959794893351157,-0.9629540233298224,0.1849965405484255
G2,cheb_d12,0.5:80:3000,11.39513171057019,0.44652625130143925,0.7947377229366109,26.957623271209513,1.400317396006842e-06,-0.07574079298920972,0.3127791238001465,0.3186768156238052
G2,cheb_d12,3.1:80:1000,11.413513513513514,0.4458026002730878,0.844636936220316,26.935525986258313,1.4158747880383982e-06,-0.07581432967069612,0.29601417480856557,0.33334001668364166
G2,cheb_d12,5:9:1001,8.847999999999999,0.16428821064620838,3.0325752104481034,3.97728658981913,0.13688100668610603,-0.14556942298524106,-0.1633129106559111,0.01787482504606226
G2,cheb_d12,0.5:160:4000,11.388597149287321,0.4467180788882562,0.7770081230495077,26.958556617676834,1.3996640578190763e-06,-0.07573849785624706,0.31851645807717843,0.3132160722880985
G2,cheb_d12,fixed_control,3.5129129129129133,0.02786850907245298,1.7328767152679916,0.09866665193510471,0.9518637958929,-0.14586103643606543,-0.004497188034134587,0.02750325612917552
G2,cheb_d12,fixed_control,7.025825825825827,0.03193561801737454,2.3521894229064206,0.15007815336480235,0.9277072338993049,-0.14506843351604284,-0.022491269193209144,0.02267215270392864
G2,cheb_d12,fixed_control,14.051651651651653,0.23522341528689103,-1.3670749160817006,8.037865760859859,0.017972133125284704,-0.1520655509388428,0.04758926689010411,-0.23035910395747689
G2,cheb_d12,fixed_control,6.025825825825827,0.0593268517322749,-1.0178306050756414,0.49152794876948747,0.7821068003811088,-0.1547638264578762,0.031159250216442065,-0.050485408410871395
